x,y,z,roll,pitch,yaw,label
0.01263010593072894,0.14806926384576985,0.2856069330013121,-3.067962748699298,-0.6513762281407723,-1.648835456291928,1
-0.18903685327020872,-0.12129092582385247,0.22388081712043092,-2.5884092187510492,-0.6918280846333659,-0.1868867195548909,0
-0.17277781366324324,0.04645527687950883,0.2658105777489805,3.1269021840815654,0.5952567675957735,2.8779269861299723,0
0.035377251266123046,0.0360568681437188,0.32071667581068214,3.11042785508489,-0.1401257214174747,-1.9914725433539915,1
0.2675122735774594,0.05041434158955417,0.15107766514141296,2.603222219505948,1.0195626284250103,-0.41311895279002575,0
-0.15599729508114266,0.23126648990431886,0.1353660028029578,-2.599374571786595,-1.1242049532580478,-1.5535610123126493,0
-0.18490944618985744,-0.07875517029270937,0.24772431358503846,-2.8387203347602017,-0.7052280847309608,-0.04666473051293569,0
0.25168226378494873,0.07210726293256545,0.1714806496724306,-2.7325981574182365,1.076403659719715,0.7952977362672896,1
-0.2588918855091892,-0.08312772591161272,0.15174688478325876,2.09178142149738,0.017493421805846118,1.9787235135007404,0
-0.26179519368355453,-0.09585711059954226,0.13579120412603746,2.110859691985519,0.38463787499778584,2.1520317874094044,0
0.1290085718602129,0.004879545204045589,0.2958006248611513,-2.811747302603616,-0.3146556083311602,2.3138670630013083,0
0.20632830112786305,-0.05387949886503537,0.23601097543905747,2.9250114844052537,-0.7719852129739534,3.0390191643374256,1
0.045938184141564184,-0.07797985766253179,0.3110224205140342,2.9205077462278073,0.0478124173443542,-2.268302229115734,0
0.16532487471171864,0.14526433222992008,0.22887731502879355,-2.503278180522099,0.7918287603874877,1.5643000620612577,0
-0.021659224263375274,-0.07715181539169266,0.31409942128284346,-3.082460659297151,-0.29598530116058935,0.9949458716889839,1
0.2704646403703634,-0.08480690541708,0.1232683423229905,-1.9084727724676225,-0.15702274252269638,1.3217364227679917,1
-0.10180680113640549,-0.19478385601130346,0.22919261661416698,-2.4648256570685896,-0.5081004844407695,0.06264399392768562,1
0.05636611467675577,-0.20535935331780256,0.23630640577403408,-2.6501597273806974,0.6358597937750747,-0.5649430122913564,1
-0.12990262758283308,0.15083439478599714,0.24944218118842482,2.8282595252658864,-0.8074095027713039,-0.34825328392040256,0
-0.10627652179689841,0.220932614558298,0.19789904782614592,-2.2754404477825623,0.2766487849659242,-2.9726403592611863,0
-0.25691943633554637,-0.11961302762204462,0.1234130421037431,3.0570912261320795,-1.3292243516884408,0.4995203834164163,0
0.13802857422901685,-0.02418537771473593,0.2902605892346248,-2.6284580588051667,0.13642870138778743,1.0107165027594505,1
-0.22211874322922806,0.0666527233959121,0.21531730969666496,-2.3126856110361356,-0.5922652692004615,-1.4438878042968344,1
-0.006001236861258442,0.23290789341323637,0.2139917943772787,-2.527951473282679,-0.6220828137109025,-2.4018405710037367,1
-0.022537806657630253,0.1868338952537594,0.25863463539332204,2.417088827125326,-0.21408917146146617,0.11144607510606437,0
-0.23323003117089666,-0.02046004260253881,0.21257702209152604,2.8985920482553142,0.9970060323555774,2.8000564901981817,1
-0.000341995194432623,0.1936149514910479,0.25415744281695535,3.1089129897488776,-0.6888087632094211,-1.5242009037432545,1
-0.027257330505973367,-0.14963385204005877,0.2835860558060738,-2.6403777567261826,0.37601312182975466,-0.8497308904404774,1
0.17891475446139846,0.12242797857360563,0.23236658529859205,-2.304252407747604,0.031798718628338364,2.1315273400486996,1
-0.12034366484481038,-0.15993437367268623,0.24846901004310537,-2.991338224866644,0.6662613319505236,-1.9836796103081693,1
-0.027794484646566812,0.15314969340291423,0.281461767197033,2.728314201549929,-0.39847804027501005,-0.687704895268489,1
0.23165180362541923,0.04596934601243595,0.20999800297375953,2.4736676173015413,-0.43781770831553796,-1.842434894726059,1
0.16382253943521297,-0.13430016418909124,0.23742796772501787,2.6518982296747717,-0.5236020742669955,-2.9679199514720347,1
-0.2549305155359329,0.01689943524861884,0.18224134741492523,2.2950698281222097,0.4077189204514351,1.7668732639812754,0
-0.22270813758818983,0.11032147641523797,0.1930186218654408,-2.2004900289073666,-0.08312370152143199,-2.008072638347583,1
0.1592876800846381,-0.126973393058685,0.2452389439413899,2.6078169769510064,-0.3887036056531436,-2.9406648087442355,1
0.02112311246218294,0.11488172312392861,0.3013259014496958,2.7499336196899713,0.09898912995030709,0.05789193245463978,0
-0.028125382728002548,0.20095359263226525,0.24596745564582348,2.4902923752656343,-0.2279458097359356,-0.22758083767211224,1
-0.08504865965765672,-0.046333296818217656,0.3089365265273051,2.965999478218675,0.08212458039842585,2.501721107872991,1
0.1367125411306357,0.007649303715865285,0.2919291464982172,-2.7610723669109167,0.3515368245138528,0.7810362270340433,1
0.07638566314147437,0.2626310934699268,0.14824828278409313,-2.1362148534503063,-0.7763127101657229,-2.939927538244943,0
0.13549600764314323,-0.18177831065659225,0.22146240782298457,2.2855427719958192,-0.31017292533061436,-2.87142625251299,1
-0.16424330784850139,0.1421887623565855,0.2318972974363968,2.286059366676141,-0.2966446623824291,0.6913773599147022,0
0.03781783135719921,0.23387835579035407,0.20904001283481533,-2.833392383194745,0.9534566139788846,1.6950439572762352,0
-0.06579664814039075,0.22613693795028872,0.2108302623039554,-2.785718368878912,-0.8974441497180674,-1.92988818922675,0
0.2412955944630866,0.14340560092568197,0.13088328345801184,-2.0738796067078695,-0.30218355857351686,2.32695259167153,1
0.24852564778583813,0.011509656739961112,0.19263809290957054,2.2297786763949956,0.20690218835101754,-1.4150727592522512,0
0.046983572972348606,0.2392428279731088,0.19980106731419417,2.0759423353806015,-0.403350941995461,-0.42689410936645034,1
0.04908363335787926,0.13690930831070475,0.2873864292113326,2.707766298832935,0.36856965322410995,0.03190830893121651,1
0.21899536949199033,-0.12167172907750826,0.19003641563108442,-2.2855842878834287,-0.08036900273715947,0.989471686234049,1
